Mod:Item:MetaData, Localized Name
appliedenergistics2:material:4, Flour
appliedenergistics2:material:56, 16k ME Fluid Storage Component
appliedenergistics2:material:54, 1k ME Fluid Storage Component
appliedenergistics2:material:55, 4k ME Fluid Storage Component
appliedenergistics2:material:57, 64k ME Fluid Storage Component
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:51, Gold Dust
appliedenergistics2:material:49, Iron Dust
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:material:40, Wooden Gear
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - White
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
appliedenergistics2:part:502, ME Dense Covered Cable - Magenta
appliedenergistics2:part:503, ME Dense Covered Cable - Light Blue
appliedenergistics2:part:504, ME Dense Covered Cable - Yellow
appliedenergistics2:part:505, ME Dense Covered Cable - Lime
appliedenergistics2:part:506, ME Dense Covered Cable - Pink
appliedenergistics2:part:507, ME Dense Covered Cable - Gray
appliedenergistics2:part:508, ME Dense Covered Cable - Light Gray
appliedenergistics2:part:509, ME Dense Covered Cable - Cyan
appliedenergistics2:part:510, ME Dense Covered Cable - Purple
appliedenergistics2:part:511, ME Dense Covered Cable - Blue
appliedenergistics2:part:512, ME Dense Covered Cable - Brown
appliedenergistics2:part:513, ME Dense Covered Cable - Green
appliedenergistics2:part:514, ME Dense Covered Cable - Red
appliedenergistics2:part:515, ME Dense Covered Cable - Black
appliedenergistics2:part:516, ME Dense Covered Cable - Fluix
appliedenergistics2:part:60, ME Dense Smart Cable - White
appliedenergistics2:part:61, ME Dense Smart Cable - Orange
appliedenergistics2:part:62, ME Dense Smart Cable - Magenta
appliedenergistics2:part:63, ME Dense Smart Cable - Light Blue
appliedenergistics2:part:64, ME Dense Smart Cable - Yellow
appliedenergistics2:part:65, ME Dense Smart Cable - Lime
appliedenergistics2:part:66, ME Dense Smart Cable - Pink
appliedenergistics2:part:67, ME Dense Smart Cable - Gray
appliedenergistics2:part:68, ME Dense Smart Cable - Light Gray
appliedenergistics2:part:69, ME Dense Smart Cable - Cyan
appliedenergistics2:part:70, ME Dense Smart Cable - Purple
appliedenergistics2:part:71, ME Dense Smart Cable - Blue
appliedenergistics2:part:72, ME Dense Smart Cable - Brown
appliedenergistics2:part:73, ME Dense Smart Cable - Green
appliedenergistics2:part:74, ME Dense Smart Cable - Red
appliedenergistics2:part:75, ME Dense Smart Cable - Black
appliedenergistics2:part:76, ME Dense Smart Cable - Fluix
appliedenergistics2:part:0, ME Glass Cable - White
appliedenergistics2:part:1, ME Glass Cable - Orange
appliedenergistics2:part:2, ME Glass Cable - Magenta
appliedenergistics2:part:3, ME Glass Cable - Light Blue
appliedenergistics2:part:4, ME Glass Cable - Yellow
appliedenergistics2:part:5, ME Glass Cable - Lime
appliedenergistics2:part:6, ME Glass Cable - Pink
appliedenergistics2:part:7, ME Glass Cable - Gray
appliedenergistics2:part:8, ME Glass Cable - Light Gray
appliedenergistics2:part:9, ME Glass Cable - Cyan
appliedenergistics2:part:10, ME Glass Cable - Purple
appliedenergistics2:part:11, ME Glass Cable - Blue
appliedenergistics2:part:12, ME Glass Cable - Brown
appliedenergistics2:part:13, ME Glass Cable - Green
appliedenergistics2:part:14, ME Glass Cable - Red
appliedenergistics2:part:15, ME Glass Cable - Black
appliedenergistics2:part:16, ME Glass Cable - Fluix
appliedenergistics2:part:40, ME Smart Cable - White
appliedenergistics2:part:41, ME Smart Cable - Orange
appliedenergistics2:part:42, ME Smart Cable - Magenta
appliedenergistics2:part:43, ME Smart Cable - Light Blue
appliedenergistics2:part:44, ME Smart Cable - Yellow
appliedenergistics2:part:45, ME Smart Cable - Lime
appliedenergistics2:part:46, ME Smart Cable - Pink
appliedenergistics2:part:47, ME Smart Cable - Gray
appliedenergistics2:part:48, ME Smart Cable - Light Gray
appliedenergistics2:part:49, ME Smart Cable - Cyan
appliedenergistics2:part:50, ME Smart Cable - Purple
appliedenergistics2:part:51, ME Smart Cable - Blue
appliedenergistics2:part:52, ME Smart Cable - Brown
appliedenergistics2:part:53, ME Smart Cable - Green
appliedenergistics2:part:54, ME Smart Cable - Red
appliedenergistics2:part:55, ME Smart Cable - Black
appliedenergistics2:part:56, ME Smart Cable - Fluix
appliedenergistics2:part:420, ME Conversion Monitor
appliedenergistics2:part:360, ME Crafting Terminal
appliedenergistics2:part:200, Dark Illuminated Panel
appliedenergistics2:part:260, ME Export Bus
appliedenergistics2:part:302, ME Fluid Annihilation Plane
appliedenergistics2:part:261, ME Fluid Export Bus
appliedenergistics2:part:321, ME Fluid Formation Plane
appliedenergistics2:part:241, ME Fluid Import Bus
appliedenergistics2:part:441, ME Fluid Interface
appliedenergistics2:part:281, ME Fluid Level Emitter
appliedenergistics2:part:221, ME Fluid Storage Bus
appliedenergistics2:part:520, ME Fluid Terminal
appliedenergistics2:part:320, ME Formation Plane
appliedenergistics2:part:301, ME Identity Annihilation Plane
appliedenergistics2:part:240, ME Import Bus
appliedenergistics2:part:440, ME Interface
appliedenergistics2:part:480, ME Interface Terminal
appliedenergistics2:part:100, ME Inverted Toggle Bus
appliedenergistics2:part:280, ME Level Emitter
appliedenergistics2:part:160, Bright Illuminated Panel
appliedenergistics2:part:469, P2P Tunnel - FE
appliedenergistics2:part:463, P2P Tunnel - Fluid
appliedenergistics2:part:462, P2P Tunnel - Item
appliedenergistics2:part:467, P2P Tunnel - Light
appliedenergistics2:part:460, P2P Tunnel - ME
appliedenergistics2:part:461, P2P Tunnel - Redstone
appliedenergistics2:part:340, ME Pattern Terminal
appliedenergistics2:part:140, Quartz Fiber
appliedenergistics2:part:180, Illuminated Panel
appliedenergistics2:part:220, ME Storage Bus
appliedenergistics2:part:400, ME Storage Monitor
appliedenergistics2:part:380, ME Terminal
appliedenergistics2:part:80, ME Toggle Bus
baubles:ring:0, Miner's Ring
natura:clouds:0, Cloud
natura:clouds:1, Dark Cloud
natura:clouds:2, Ash Cloud
natura:clouds:3, Sulfur Cloud
natura:materials:0, Barley
natura:materials:1, Barley Flour
natura:materials:2, Wheat Flour
natura:materials:3, Cotton
natura:materials:4, Sulfur
natura:materials:5, Ghostwood Fletching
natura:materials:6, Imp Leather
natura:materials:7, Flamestring
natura:materials:8, Blue Dye
natura:empty_bowls:0, Empty Ghostwood Bowl
natura:empty_bowls:1, Empty Bloodwood Bowl
natura:empty_bowls:2, Empty Darkwood Bowl
natura:empty_bowls:3, Empty Fusewood Bowl
natura:edibles:0, Raw Imphide
natura:edibles:1, Cooked Imphide
natura:edibles:2, Raspberry
natura:edibles:3, Blueberry
natura:edibles:4, Blackberry
natura:edibles:5, Maloberry
natura:edibles:6, Blightberry
natura:edibles:7, Duskberry
natura:edibles:8, Skyberry
natura:edibles:9, Stingberry
natura:edibles:10, Potash Apple
natura:edibles:11, Cactus Juice
natura:soups:0, Mushroom Stew
natura:soups:1, Mushroom Stew
natura:soups:2, Mushroom Stew
natura:soups:3, Mushroom Stew
natura:soups:4, Glowshroom Stew
natura:soups:5, Glowshroom Stew
natura:soups:6, Glowshroom Stew
natura:soups:7, Glowshroom Stew
natura:soups:8, Glowshroom Stew
natura:soups:9, Berry Medley
natura:seed_bags:0, Wheat Seed Bag
natura:seed_bags:1, Carrot Bag
natura:seed_bags:2, Potato Bag
natura:seed_bags:3, Nether Wart Bag
natura:sticks:0, Maple Sticks
natura:sticks:1, Silverbell Sticks
natura:sticks:2, Amaranth Sticks
natura:sticks:3, Tiger Sticks
natura:sticks:4, Willow Sticks
natura:sticks:5, Eucalyptus Sticks
natura:sticks:6, Hopseed Sticks
natura:sticks:7, Sakura Sticks
natura:sticks:8, Redwood Sticks
natura:sticks:9, Ghostwood Sticks
natura:sticks:10, Darkwood Sticks
natura:sticks:11, Fusewood Sticks
natura:sticks:12, Bloodwood Sticks
natura:bonemeal_bag, Bone Meal Bag
natura:colored_grass:0, Topiary Grass
natura:colored_grass:1, Bluegrass
natura:colored_grass:2, Autumnal Grass
natura:colored_grass_slab:0, Topiary Grass Slab
natura:colored_grass_slab:1, Bluegrass Slab
natura:colored_grass_slab:2, Autumnal Grass Slab
natura:colored_grass_stairs_topiary:0, Topiary Grass Stairs
natura:colored_grass_stairs_bluegrass:0, Bluegrass Stairs
natura:colored_grass_stairs_autumnal:0, Autumnal Grass Stairs
natura:overworld_logs:0, Maple Wood
natura:overworld_logs:1, Silverbell Wood
natura:overworld_logs:2, Amaranth Wood
natura:overworld_logs:3, Tiger Wood
natura:overworld_logs2:0, Willow Wood
natura:overworld_logs2:1, Eucalyptus Wood
natura:overworld_logs2:2, Hopseed Wood
natura:overworld_logs2:3, Sakura Wood
natura:redwood_logs:0, Redwood Bark
natura:redwood_logs:1, Redwood
natura:redwood_logs:2, Redwood Root
natura:overworld_leaves:0, Maple Leaves
natura:overworld_leaves:1, Silverbell Leaves
natura:overworld_leaves:2, Amaranth Leaves
natura:overworld_leaves:3, Tiger Leaves
natura:overworld_leaves2:0, Willow Leaves
natura:overworld_leaves2:1, Eucalyptus Leaves
natura:overworld_leaves2:2, Hopseed Leaves
natura:overworld_leaves2:3, Sakura Leaves
natura:redwood_leaves:0, Redwood Leaves
natura:overworld_sapling:0, Maple Sapling
natura:overworld_sapling:1, Silverbell Sapling
natura:overworld_sapling:2, Amaranth Sapling
natura:overworld_sapling:3, Tigerwood Sapling
natura:overworld_sapling2:0, Willow Sapling
natura:overworld_sapling2:1, Eucalyptus Sapling
natura:overworld_sapling2:2, Hopseed Sapling
natura:overworld_sapling2:3, Sakura Sapling
natura:redwood_sapling:0, Redwood Sapling
natura:bluebells_flower:0, Bluebells
natura:overworld_planks:0, Maple Planks
natura:overworld_planks:1, Silverbell Planks
natura:overworld_planks:2, Amaranth Planks
natura:overworld_planks:3, Tigerwood Planks
natura:overworld_planks:4, Willow Planks
natura:overworld_planks:5, Eucalyptus Planks
natura:overworld_planks:6, Hopseed Planks
natura:overworld_planks:7, Sakura Planks
natura:overworld_planks:8, Redwood Planks
natura:overworld_slab:0, Maple Slab
natura:overworld_slab:1, Silverbell Slab
natura:overworld_slab:2, Amaranth Slab
natura:overworld_slab:3, Tigerwood Slab
natura:overworld_slab:4, Willow Slab
natura:overworld_slab2:0, Eucalyptus Slab
natura:overworld_slab2:1, Hopseed Slab
natura:overworld_slab2:2, Sakura Slab
natura:overworld_slab2:3, Redwood Slab
natura:overworld_stairs_maple:0, Maple Stairs
natura:overworld_stairs_silverbell:0, Silverbell Stairs
natura:overworld_stairs_amaranth:0, Amaranth Stairs
natura:overworld_stairs_tiger:0, Tiger Stairs
natura:overworld_stairs_willow:0, Willow Stairs
natura:overworld_stairs_eucalyptus:0, Eucalyptus Stairs
natura:overworld_stairs_hopseed:0, Hopseed Stairs
natura:overworld_stairs_sakura:0, Sakura Stairs
natura:overworld_stairs_redwood:0, Redwood Stairs
natura:overworld_berrybush_raspberry:0, Raspberry Bush
natura:overworld_berrybush_blueberry:0, Blueberry Bush
natura:overworld_berrybush_blackberry:0, Blackberry Bush
natura:overworld_berrybush_maloberry:0, Maloberry Bush
natura:barley_crop:0, tile.natura.barley_crop.name
natura:cotton_crop:0, tile.natura.cotton_crop.name
natura:overworld_door_eucalyptus:0, tile.natura.overworld_door_eucalyptus.name
natura:overworld_door_hopseed:0, tile.natura.overworld_door_hopseed.name
natura:overworld_door_sakura:0, tile.natura.overworld_door_sakura.name
natura:overworld_door_redwood:0, tile.natura.overworld_door_redwood.name
natura:overworld_door_redwood_bark:0, tile.natura.overworld_door_redwood_bark.name
natura:overworld_door_tiger:0, tile.natura.overworld_door_tiger.name
natura:overworld_door_maple:0, tile.natura.overworld_door_maple.name
natura:overworld_door_silverbell:0, tile.natura.overworld_door_silverbell.name
natura:saguaro:0, Saguaro Cactus
natura:saguaro_baby:0, Baby Saguaro Cactus
natura:saguaro_fruit:0, Saguaro Fruit
natura:overworld_seeds:0, Barley Seeds
natura:overworld_seeds:1, Cotton Seeds
natura:overworld_seed_bags:0, Barley Seed Bag
natura:overworld_seed_bags:1, Cotton Seed Bag
natura:overworld_doors:0, Eucalyptus Door
natura:overworld_doors:1, Hopseed Door
natura:overworld_doors:2, Sakura Door
natura:overworld_doors:3, Redwood Door
natura:overworld_doors:4, Redwood Bark Door
natura:overworld_doors:5, Tiger Door
natura:overworld_doors:6, Maple Door
natura:overworld_doors:7, Silverbell Door
natura:saguaro_fruit_item, Saguaro Fruit
natura:nether_logs:0, Ghostwood
natura:nether_logs:1, Darkwood
natura:nether_logs:2, Fusewood
natura:nether_logs2:0, Bloodwood
natura:nether_logs2:15, Bloodwood
natura:nether_leaves:0, Ghostwood Leaves
natura:nether_leaves:1, Blood Leaves
natura:nether_leaves:2, Fusewood Leaves
natura:nether_leaves2:0, Darkwood Leaves
natura:nether_leaves2:1, Darkwood Leaves
natura:nether_leaves2:2, Darkwood Leaves
natura:nether_sapling:0, Ghostwood Sapling
natura:nether_sapling:1, Fusewood Sapling
natura:nether_sapling:2, Darkwood Sapling
natura:nether_sapling2:0, Bloodwood Sapling
natura:nether_planks:0, Ghostwood Planks
natura:nether_planks:1, Bloodwood Planks
natura:nether_planks:2, Darkwood Planks
natura:nether_planks:3, Fusewood Planks
natura:nether_slab:0, Ghostwood Slab
natura:nether_slab:1, Blood Slab
natura:nether_slab:2, Darkwood Slab
natura:nether_slab:3, Fusewood Slab
natura:nether_heat_sand:0, Heat Sand
natura:nether_tainted_soil:0, Tainted Soil
natura:nether_tainted_soil:1, Tainted Soil
natura:nether_tainted_soil:2, Tainted Soil
natura:nether_thorn_vines:0, Thornvines
natura:nether_glass:0, Soul Glass
natura:nether_glass:1, Heat Glass
natura:nether_stairs_ghostwood:0, Ghostwood Stairs
natura:nether_stairs_bloodwood:0, Blood Stairs
natura:nether_stairs_darkwood:0, Darkwood Stairs
natura:nether_stairs_fusewood:0, Fusewood Stairs
natura:nether_berrybush_blightberry:0, Blightberry Bush
natura:nether_berrybush_duskberry:0, Duskberry Bush
natura:nether_berrybush_skyberry:0, Skyberry Bush
natura:nether_berrybush_stingberry:0, Stingberry Bush
natura:respawn_obelisk:0, Inactive Respawn Obelisk
natura:nether_glowshroom:0, Green Glowshroom
natura:nether_glowshroom:1, Blue Glowshroom
natura:nether_glowshroom:2, Purple Glowshroom
natura:nether_green_large_glowshroom:0, Green Glowshroom
natura:nether_blue_large_glowshroom:0, Blue Glowshroom
natura:nether_purple_large_glowshroom:0, Purple Glowshroom
natura:nether_door_ghostwood:0, tile.natura.nether_door_ghostwood.name
natura:nether_door_bloodwood:0, tile.natura.nether_door_bloodwood.name
natura:nether_door_darkwood:0, tile.natura.nether_door_darkwood.name
natura:nether_door_fusewood:0, tile.natura.nether_door_fusewood.name
natura:blaze_hopper:0, Blaze Hopper
natura:nether_lever:0, Lever
natura:nether_button:0, Button
natura:nether_pressure_plate:0, Pressure Plate
natura:blaze_rail:0, Blaze Rail
natura:blaze_rail_golden:0, Powered Blaze Rail
natura:blaze_rail_activator:0, Activator Blaze Rail
natura:blaze_rail_detector:0, Detector Blaze Rail
natura:netherrack_furnace:0, Nether Furnace
natura:lit_netherrack_furnace:0, Nether Furnace
natura:nether_doors:0, Ghostwood Door
natura:nether_doors:1, Bloodwood Door
natura:nether_doors:2, Darkwood Door
natura:nether_doors:3, Fusewood Door
natura:maple_button:0, Maple Button
natura:maple_pressure_plate:0, Maple Pressure Plate
natura:maple_trap_door:0, Maple Trap Door
natura:maple_fence:0, Maple Fence
natura:maple_fence_gate:0, Maple Fence Gate
natura:silverbell_button:0, Silverbell Button
natura:silverbell_pressure_plate:0, Silverbell Pressure Plate
natura:silverbell_trap_door:0, Silverbell Trap Door
natura:silverbell_fence:0, Silverbell Fence
natura:silverbell_fence_gate:0, Silverbell Fence Gate
natura:amaranth_button:0, Amaranth Button
natura:amaranth_pressure_plate:0, Amaranth Pressure Plate
natura:amaranth_trap_door:0, Amaranth Trap Door
natura:amaranth_fence:0, Amaranth Fence
natura:amaranth_fence_gate:0, Amaranth Fence Gate
natura:tiger_button:0, Tiger Button
natura:tiger_pressure_plate:0, Tiger Pressure Plate
natura:tiger_trap_door:0, Tiger Trap Door
natura:tiger_fence:0, Tiger Fence
natura:tiger_fence_gate:0, Tiger Fence Gate
natura:willow_button:0, Willow Button
natura:willow_pressure_plate:0, Willow Pressure Plate
natura:willow_trap_door:0, Willow Trap Door
natura:willow_fence:0, Willow Fence
natura:willow_fence_gate:0, Willow Fence Gate
natura:eucalyptus_button:0, Eucalyptus Button
natura:eucalyptus_pressure_plate:0, Eucalyptus Pressure Plate
natura:eucalyptus_trap_door:0, Eucalyptus Trap Door
natura:eucalyptus_fence:0, Eucalyptus Fence
natura:eucalyptus_fence_gate:0, Eucalyptus Fence Gate
natura:hopseed_button:0, Hopseed Button
natura:hopseed_pressure_plate:0, Hopseed Pressure Plate
natura:hopseed_trap_door:0, Hopseed Trap Door
natura:hopseed_fence:0, Hopseed Fence
natura:hopseed_fence_gate:0, Hopseed Fence Gate
natura:sakura_button:0, Sakura Button
natura:sakura_pressure_plate:0, Sakura Pressure Plate
natura:sakura_trap_door:0, Sakura Trap Door
natura:sakura_fence:0, Sakura Fence
natura:sakura_fence_gate:0, Sakura Fence Gate
natura:redwood_button:0, Redwood Button
natura:redwood_pressure_plate:0, Redwood Pressure Plate
natura:redwood_trap_door:0, Redwood Trap Door
natura:redwood_fence:0, Redwood Fence
natura:redwood_fence_gate:0, Redwood Fence Gate
natura:overworld_bookshelves:0, Maple Bookshelf
natura:overworld_bookshelves:1, Silverbell Bookshelf
natura:overworld_bookshelves:2, Amaranth Bookshelf
natura:overworld_bookshelves:3, Tiger Bookshelf
natura:overworld_bookshelves:4, Willow Bookshelf
natura:overworld_bookshelves:5, Eucalyptus Bookshelf
natura:overworld_bookshelves:6, Hopseed Bookshelf
natura:overworld_bookshelves:7, Sakura Bookshelf
natura:overworld_bookshelves:8, Redwood Bookshelf
natura:overworld_workbenches:0, Maple Workbench
natura:overworld_workbenches:1, Silverbell Workbench
natura:overworld_workbenches:2, Amaranth Workbench
natura:overworld_workbenches:3, Tiger Workbench
natura:overworld_workbenches:4, Willow Workbench
natura:overworld_workbenches:5, Eucalyptus Workbench
natura:overworld_workbenches:6, Hopseed Workbench
natura:overworld_workbenches:7, Sakura Workbench
natura:overworld_workbenches:8, Redwood Workbench
natura:ghostwood_button:0, Ghostwood Button
natura:ghostwood_pressure_plate:0, Ghostwood Pressure Plate
natura:ghostwood_trap_door:0, Ghostwood Trap Door
natura:ghostwood_fence:0, Ghostwood Fence
natura:ghostwood_fence_gate:0, Ghostwood Fence Gate
natura:bloodwood_button:0, Bloodwood Button
natura:bloodwood_pressure_plate:0, Bloodwood Pressure Plate
natura:bloodwood_trap_door:0, Bloodwood Trap Door
natura:bloodwood_fence:0, Bloodwood Fence
natura:bloodwood_fence_gate:0, Bloodwood Fence Gate
natura:fusewood_button:0, Fusewood Button
natura:fusewood_pressure_plate:0, Fusewood Pressure Plate
natura:fusewood_trap_door:0, Fusewood Trap Door
natura:fusewood_fence:0, Fusewood Fence
natura:fusewood_fence_gate:0, Fusewood Fence Gate
natura:darkwood_button:0, Darkwood Button
natura:darkwood_pressure_plate:0, Darkwood Pressure Plate
natura:darkwood_trap_door:0, Darkwood Trap Door
natura:darkwood_fence:0, Darkwood Fence
natura:darkwood_fence_gate:0, Darkwood Fence Gate
natura:nether_bookshelves:0, Ghostwood Bookshelf
natura:nether_bookshelves:1, Bloodwood Bookshelf
natura:nether_bookshelves:2, Darkwood Bookshelf
natura:nether_bookshelves:3, Fusewood Bookshelf
natura:nether_workbenches:0, Ghostwood Workbench
natura:nether_workbenches:1, Bloodwood Workbench
natura:nether_workbenches:2, Darkwood Workbench
natura:nether_workbenches:3, Fusewood Workbench
natura:imp_armor_helmet, Impskin Helmet
natura:imp_armor_chestplate, Impskin Jerkin
natura:imp_armor_leggings, Impskin Leggings
natura:imp_armor_boots, Impskin Boots
natura:ghostwood_sword, Ghostwood Sword
natura:ghostwood_pickaxe, Ghostwood Pickaxe
natura:ghostwood_shovel, Ghostwood Shovel
natura:ghostwood_axe, Ghostwood Hatchet
natura:ghostwood_kama, Ghostwood Kama
natura:ghostwood_bow, Ghostwood Bow
natura:bloodwood_sword, Bloodwood Sword
natura:bloodwood_pickaxe, Bloodwood Pickaxe
natura:bloodwood_shovel, Bloodwood Shovel
natura:bloodwood_axe, Bloodwood Hatchet
natura:bloodwood_kama, Bloodwood Kama
natura:bloodwood_bow, Bloodwood Bow
natura:darkwood_sword, Darkwood Sword
natura:darkwood_pickaxe, Darkwood Pickaxe
natura:darkwood_shovel, Darkwood Shovel
natura:darkwood_axe, Darkwood Hatchet
natura:darkwood_kama, Darkwood Kama
natura:darkwood_bow, Darkwood Bow
natura:fusewood_sword, Fusewood Sword
natura:fusewood_pickaxe, Fusewood Pickaxe
natura:fusewood_shovel, Fusewood Shovel
natura:fusewood_axe, Fusewood Hatchet
natura:fusewood_kama, Fusewood Kama
natura:fusewood_bow, Fusewood Bow
natura:netherquartz_sword, Quartz Sword
natura:netherquartz_pickaxe, Quartz Pickaxe
natura:netherquartz_shovel, Quartz Shovel
natura:netherquartz_axe, Quartz Hatchet
natura:netherquartz_kama, Quartz Kama
natura:flint_and_blaze, Flint and Blaze
enderio:item_enderface, Enderface
enderio:item_conduit_facade:0, Conduit Facade
enderio:item_conduit_facade:1, Hardened Conduit Facade
enderio:item_conduit_facade:2, Transparent Conduit Facade
enderio:item_conduit_facade:3, Transparent Hardened Conduit Facade
enderio:item_basic_capacitor:0, Basic Capacitor
enderio:item_basic_capacitor:1, Double-Layer Capacitor
enderio:item_basic_capacitor:2, Octadic Capacitor
enderio:block_alloy:0, Electrical Steel Block
enderio:block_alloy:1, Energetic Alloy Block
enderio:block_alloy:2, Vibrant Alloy Block
enderio:block_alloy:3, Redstone Alloy Block
enderio:block_alloy:4, Conductive Iron Block
enderio:block_alloy:5, Pulsating Iron Block
enderio:block_alloy:6, Dark Steel Block
enderio:block_alloy:7, Soularium Block
enderio:block_alloy:8, End Steel Block
enderio:block_alloy:9, Iron Alloy Block
enderio:item_alloy_ingot:0, Electrical Steel Ingot
enderio:item_alloy_ingot:1, Energetic Alloy Ingot
enderio:item_alloy_ingot:2, Vibrant Alloy Ingot
enderio:item_alloy_ingot:3, Redstone Alloy Ingot
enderio:item_alloy_ingot:4, Conductive Iron Ingot
enderio:item_alloy_ingot:5, Pulsating Iron Ingot
enderio:item_alloy_ingot:6, Dark Steel Ingot
enderio:item_alloy_ingot:7, Soularium Ingot
enderio:item_alloy_ingot:8, End Steel Ingot
enderio:item_alloy_ingot:9, Iron Alloy Ingot
enderio:item_alloy_nugget:0, Electrical Steel Nugget
enderio:item_alloy_nugget:1, Energetic Alloy Nugget
enderio:item_alloy_nugget:2, Vibrant Alloy Nugget
enderio:item_alloy_nugget:3, Redstone Alloy Nugget
enderio:item_alloy_nugget:4, Conductive Iron Nugget
enderio:item_alloy_nugget:5, Pulsating Iron Nugget
enderio:item_alloy_nugget:6, Dark Steel Nugget
enderio:item_alloy_nugget:7, Soularium Nugget
enderio:item_alloy_nugget:8, End Steel Nugget
enderio:item_alloy_nugget:9, Iron Alloy Nugget
enderio:item_alloy_ball:0, Electrical Steel Grinding Ball
enderio:item_alloy_ball:1, Energetic Alloy Grinding Ball
enderio:item_alloy_ball:2, Vibrant Alloy Grinding Ball
enderio:item_alloy_ball:3, Redstone Alloy Grinding Ball
enderio:item_alloy_ball:4, Conductive Iron Grinding Ball
enderio:item_alloy_ball:5, Pulsating Iron Grinding Ball
enderio:item_alloy_ball:6, Dark Steel Grinding Ball
enderio:item_alloy_ball:7, Soularium Grinding Ball
enderio:item_alloy_ball:8, End Steel Grinding Ball
enderio:item_alloy_ball:9, Iron Alloy Grinding Ball
enderio:item_material:0, Simple Machine Chassis
enderio:item_material:1, Industrial Machine Chassis
enderio:item_material:2, Machine Parts
enderio:item_material:3, Photovoltaic Plate
enderio:item_material:4, Conduit Binder
enderio:item_material:5, Silicon
enderio:item_material:6, Glider Wing
enderio:item_material:7, Glider Wings
enderio:item_material:8, Nutritious Stick
enderio:item_material:9, Wooden Gear
enderio:item_material:10, Stone Gear
enderio:item_material:11, Infinity Bimetal Gear
enderio:item_material:12, Energized Bimetal Gear
enderio:item_material:13, Vibrant Bimetal Gear
enderio:item_material:14, Pulsating Crystal
enderio:item_material:15, Vibrant Crystal
enderio:item_material:16, Ender Crystal
enderio:item_material:17, Enticing Crystal
enderio:item_material:18, Weather Crystal
enderio:item_material:19, Prescient Crystal
enderio:item_material:20, Grains of Infinity
enderio:item_material:21, Flour
enderio:item_material:22, Conduit Binder Composite
enderio:item_material:23, Coal Powder
enderio:item_material:24, Iron Powder
enderio:item_material:25, Gold Powder
enderio:item_material:26, Copper Powder
enderio:item_material:27, Tin Powder
enderio:item_material:28, Ender Pearl Powder
enderio:item_material:29, Obsidian Powder
enderio:item_material:30, Ardite Powder
enderio:item_material:31, Cobalt Powder
enderio:item_material:32, Lapis Lazuli Powder
enderio:item_material:33, Quartz Powder
enderio:item_material:34, Grains of Prescience
enderio:item_material:35, Grains of Vibrancy
enderio:item_material:36, Grains of Piezallity
enderio:item_material:37, Grains of the End
enderio:item_material:38, Photovoltaic Composite
enderio:item_material:39, Enderium Base
enderio:item_material:40, Zombie Electrode
enderio:item_material:41, Z-Logic Controller
enderio:item_material:42, Frank'N'Zombie
enderio:item_material:43, Ender Resonator
enderio:item_material:44, Sentient Ender
enderio:item_material:45, Skeletal Contractor
enderio:item_material:46, Clippings and Trimmings
enderio:item_material:47, Twigs and Prunings
enderio:item_material:48, Organic Green Dye
enderio:item_material:49, Organic Brown Dye
enderio:item_material:50, Organic Black Dye
enderio:item_material:51, Industrial Dye Blend
enderio:item_material:52, Soul Attuned Dye Blend
enderio:item_material:53, Soul Machine Chassis
enderio:item_material:54, Enhanced Machine Chassis
enderio:item_material:55, Soulless Machine Chassis
